iter	Logloss
313	0.3292659257
314	0.3291688149
315	0.3291014163
316	0.3290395654
317	0.3289911373
318	0.3289177849
319	0.3288672821
320	0.3287917986
321	0.3287202068
322	0.3286794327
323	0.3285971947
324	0.3284923829
325	0.3284477952
326	0.3283793723
327	0.3282959676
328	0.3281974198
329	0.3281449767
330	0.3280599491
331	0.327992882
332	0.3279246843
333	0.3278529495
334	0.3277903114
335	0.32773998
336	0.3276558343
337	0.3275586701
338	0.3275258595
339	0.327468407
340	0.3274239292
341	0.3273607769
342	0.3272951708
343	0.3272439053
344	0.3271981294
345	0.3271139455
346	0.3270423379
347	0.3269773652
348	0.3268996376
349	0.3267909766
350	0.3267482885
351	0.3266563093
352	0.3266251096
353	0.3265530529
354	0.3264997986
355	0.3264332656
356	0.3263679618
357	0.3262807869
358	0.3261812133
359	0.3261317905
360	0.3260723968
361	0.3260077924
362	0.3259556315
363	0.3259028826
364	0.3258510945
365	0.3257719716
366	0.3257125454
367	0.325672327
368	0.325600919
369	0.3255285945
370	0.3254705666
371	0.3254179601
372	0.325356038
373	0.3252972083
374	0.3252270733
375	0.3251717678
376	0.3251086159
377	0.3250651449
378	0.3250249598
379	0.3249742316
380	0.3249247704
381	0.3248595062
382	0.3248109125
383	0.3247321427
384	0.3246775765
385	0.3246098882
386	0.3245544497
387	0.3244894113
388	0.3244472846
389	0.3244007176
390	0.3243362513
391	0.3243044592
392	0.3242576032
393	0.3241976581
394	0.3241542296
395	0.324070864
396	0.3239917714
397	0.32394961
398	0.3238933488
399	0.3238276535
400	0.3237579456
401	0.3237052162
402	0.323652561
403	0.3235954382
404	0.3235467093
405	0.3235086703
406	0.3234583821
407	0.3234215057
408	0.3233762863
409	0.3233297787
410	0.3232796232
411	0.3232104672
412	0.3231785371
413	0.3231223813
414	0.3230784813
415	0.3229909411
416	0.322910518
417	0.3228686475
418	0.3228262548
419	0.3227838491
420	0.3227514825
421	0.3226970807
422	0.3226413201
423	0.3226006562
424	0.3225555702
425	0.3225099498
426	0.3224250006
427	0.3223915057
428	0.3223177655
429	0.3222368637
430	0.3221842205
431	0.32215478
432	0.322121214
433	0.3220751118
434	0.322035134
435	0.3219914498
436	0.3219635281
437	0.3219299794
438	0.321895585
439	0.3218392162
440	0.3217963725
441	0.3216932343
442	0.3216555243
443	0.3216117947
444	0.3215229423
445	0.3214792145
446	0.3214117863
447	0.3213308737
448	0.3212531083
449	0.3212124332
450	0.3211819152
451	0.3211160148
452	0.3210778391
453	0.3210364502
454	0.3209671783
455	0.3209099779
456	0.3208568589
457	0.3208252604
458	0.3207877463
459	0.3207468152
460	0.3206973802
461	0.3206705611
462	0.320651364
463	0.3205672052
464	0.3205113273
465	0.3204874346
466	0.3204477522
467	0.3204018569
468	0.3203755302
469	0.3203222093
470	0.320285158
471	0.3202214492
472	0.32016885
473	0.3200876015
474	0.3200379072
475	0.3199644684
476	0.3199364235
477	0.3198770387
478	0.3198243784
479	0.3197763906
480	0.3197375785
481	0.3196879173
482	0.3196516508
483	0.3196129973
484	0.3195519037
485	0.3195206991
486	0.3194766493
487	0.3194140017
488	0.3193738762
489	0.3193152597
490	0.3192716669
491	0.3192494998
492	0.3191995801
493	0.3191569824
494	0.3191043382
495	0.3190314852
496	0.3189807955
497	0.3189378057
498	0.3188817868
499	0.3188411323
500	0.3188030035
501	0.3187857231
502	0.3187524085
503	0.3187141931
504	0.3186602222
505	0.318620477
506	0.3185888757
507	0.3185552059
508	0.3185251211
509	0.3184851091
510	0.3184524407
511	0.3184022089
512	0.3183672554
513	0.3182960963
514	0.318250881
515	0.318213173
516	0.318175259
517	0.318147603
518	0.3181143874
519	0.3180774439
520	0.3180461473
521	0.3180060975
522	0.3179610357
523	0.3179397804
524	0.3178934566
525	0.3178630012
526	0.3178304437
527	0.3177822689
528	0.3177669239
529	0.317747539
530	0.3177087744
531	0.3176761795
532	0.3176618559
533	0.3176215146
534	0.3175927172
535	0.3175563105
536	0.3174970695
537	0.3174578818
538	0.3174196239
539	0.3173782941
540	0.317325558
541	0.3172942397
542	0.3172699466
543	0.3172197156
544	0.3171328894
545	0.3170882535
546	0.3170705552
547	0.3170486902
548	0.3169838882
549	0.3169600182
550	0.3169244062
551	0.3168784
552	0.3168325257
553	0.3168192101
554	0.3167881451
555	0.3167412602
556	0.3166980142
557	0.3166835128
558	0.316642853
559	0.3165987438
560	0.3165286266
561	0.3164910395
562	0.3164689135
563	0.3164407507
564	0.3164036165
565	0.3163371902
566	0.3163046507
567	0.3162660487
568	0.316238116
569	0.3162180592
570	0.3161829423
571	0.316115957
572	0.3160781201
573	0.3160512001
574	0.3160266259
575	0.3159925756
576	0.3159568901
577	0.3159097055
578	0.315850251
579	0.3157970658
580	0.3157473611
581	0.3157165618
582	0.3156797379
583	0.3156542273
584	0.3156316844
585	0.3155998325
586	0.3155659761
587	0.3155456277
588	0.3155041708
589	0.3154727695
590	0.3154361268
591	0.3154247356
592	0.3153700634
593	0.3153366495
594	0.3153002965
595	0.3152663445
596	0.3152369608
597	0.3151748543
598	0.3151319089
599	0.3151125957
600	0.315082736
601	0.3150502482
602	0.3150345151
603	0.3149906486
604	0.3149614112
605	0.3149378483
606	0.314879822
607	0.3148428202
608	0.3147940604
609	0.3147567383
610	0.3147370556
611	0.314690811
612	0.3146427736
613	0.3145853437
614	0.3145473313
615	0.3145202614
616	0.3144718708
617	0.314440527
618	0.3144139465
619	0.3143637318
620	0.3143350383
621	0.3143183508
622	0.3142931285
623	0.3142455236
624	0.3142083792
625	0.314190351
626	0.3141665046
627	0.3141061565
628	0.314088818
629	0.3140597455
630	0.3140457282
631	0.3140365263
632	0.3139813575
633	0.3139633046
634	0.3139240423
635	0.3138920792
636	0.3138230713
637	0.3137697567
638	0.3137336998
639	0.3137028388
640	0.3136605751
641	0.3136453479
642	0.3135862625
643	0.313561462
644	0.3135268037
645	0.3135014559
646	0.3134518434
647	0.3134174205
648	0.3133913905
649	0.3133663179
650	0.3133550844
651	0.3133242969
652	0.3132916267
653	0.3132427651
654	0.3132049661
655	0.3131780535
656	0.3131465403
657	0.313108401
658	0.3130770538
659	0.3130241201
660	0.3129932411
661	0.3129790573
662	0.3129391611
663	0.3129240752
664	0.3129148561
665	0.3128970887
666	0.3128647303
667	0.3128470974
668	0.3128150336
669	0.3127691873
670	0.3127291028
671	0.3126819569
672	0.3126457436
673	0.3126158889
674	0.3125801846
675	0.3125167305
676	0.312477277
677	0.3124311471
678	0.3123880571
679	0.3123376725
680	0.3122975713
681	0.3122469665
682	0.3122237524
683	0.3122051019
684	0.3121745667
685	0.3121426356
686	0.3120954745
687	0.3120580172
688	0.3120379014
689	0.311985379
690	0.3119655264
691	0.3119457899
692	0.3119295135
693	0.3118601262
694	0.3118188579
695	0.3117866851
696	0.3117335553
697	0.3116888189
698	0.3116471665
699	0.311614878
700	0.3115440023
701	0.3115153939
702	0.3115007921
703	0.3114792572
704	0.3114498851
705	0.3113849401
706	0.3113734865
707	0.3113239651
708	0.311295452
709	0.3112680075
710	0.3112245197
711	0.3111980999
712	0.311144083
713	0.3111197411
714	0.3110919425
715	0.3110499479
716	0.3109935505
717	0.3109634109
718	0.3109379416
719	0.3108986287
720	0.3108766094
721	0.3108461925
722	0.3108129832
723	0.310766934
724	0.3107433784
725	0.3106917823
726	0.3106774789
727	0.3106128403
728	0.3105816471
729	0.3105390093
730	0.3105138317
731	0.3104797943
732	0.3104249518
733	0.3104026275
734	0.3103747728
735	0.310347321
736	0.310306043
737	0.3102918562
738	0.3102644513
739	0.3102245051
740	0.3101680875
741	0.3101518881
742	0.3101452871
743	0.310115068
744	0.3100777368
745	0.3100249794
746	0.3099780143
747	0.3099247211
748	0.3098903188
749	0.3098563938
750	0.3097935173
751	0.3097502769
752	0.30969204
753	0.3096604735
754	0.3096314482
755	0.3096152266
756	0.3095809501
757	0.3095630228
758	0.3095338136
759	0.3094915648
760	0.3094492842
761	0.3094272732
762	0.3093770709
763	0.3093306652
764	0.3092772288
765	0.3092095309
766	0.3091436518
767	0.3091067013
768	0.3090892877
769	0.3090678193
770	0.3090197045
771	0.3089793787
772	0.3089593068
773	0.3089115499
774	0.3088868729
775	0.3088723306
776	0.3088272775
777	0.3087992516
778	0.3087734522
779	0.3087596802
780	0.3087428579
781	0.3087151317
782	0.3086869995
783	0.3086374725
784	0.3086114105
785	0.3085696814
786	0.3085468487
787	0.3085157001
788	0.3085013835
789	0.3084643284
790	0.3084191004
791	0.3083902415
792	0.3083404759
793	0.3083285908
794	0.3083029789
795	0.3082507109
796	0.3081936538
797	0.3081602484
798	0.3081004188
799	0.3080642651
800	0.3080309107
801	0.307994884
802	0.3079478266
803	0.3078835182
804	0.3078513038
805	0.3077747522
806	0.3077156084
807	0.3076979276
808	0.3076368662
809	0.307627044
810	0.3076004223
811	0.3075662591
812	0.3075152165
813	0.3074718276
814	0.3074444164
815	0.307413464
816	0.3074041796
817	0.3073919672
818	0.3073735161
819	0.307331097
820	0.3072782959
821	0.3072293525
822	0.3071926893
823	0.3071695371
824	0.3071131577
825	0.3070793246
826	0.3070466059
827	0.3069906185
828	0.3069827066
829	0.3069557711
830	0.3069306498
831	0.3068785198
832	0.3068701696
833	0.306840753
834	0.3067848464
835	0.3067490998
836	0.3067263532
837	0.3067004365
838	0.3066809528
839	0.3066600427
840	0.3066292449
841	0.3065836622
842	0.3065285724
843	0.3064900575
844	0.3064668582
845	0.3064405782
846	0.3064089655
847	0.3063636749
848	0.3063189682
849	0.3062920722
850	0.3062676708
851	0.3062405897
852	0.3062210275
853	0.3061912045
854	0.3061402055
855	0.3061117179
856	0.3060686506
857	0.3060498145
858	0.3060069923
859	0.3060005611
860	0.3059641354
861	0.3059376738
862	0.3059122645
863	0.3058780128
864	0.305832733
865	0.305811028
866	0.3057878358
867	0.3057653772
868	0.3057424369
869	0.3057363096
870	0.3057004133
871	0.3056825031
872	0.305646912
873	0.305603207
874	0.3055727765
875	0.3055652128
876	0.3055379141
877	0.3054851982
878	0.3054605355
879	0.305439698
880	0.305400591
881	0.3053739267
882	0.3053429203
883	0.3053215344
884	0.3052874402
885	0.3052537608
886	0.3052291472
887	0.3051772899
888	0.3051279978
889	0.3050863218
890	0.3050459326
891	0.305001092
892	0.3049593275
893	0.3049270114
894	0.3049038463
895	0.3048813908
896	0.3048655391
897	0.3048395672
898	0.3047813492
899	0.3047445379
900	0.304690737
901	0.3046575922
902	0.3046361837
903	0.3045913923
904	0.3045366422
905	0.3045032101
906	0.3044810955
907	0.3044339681
908	0.3044014897
909	0.304369955
910	0.3043398972
911	0.3043032137
912	0.3042937671
913	0.3042639852
914	0.304218767
915	0.3042009576
916	0.3041729465
917	0.3041158545
918	0.3040803305
919	0.3040384077
920	0.3039789768
921	0.303933094
922	0.3038941065
923	0.3038534035
924	0.3038159327
925	0.3037924627
926	0.3037552119
927	0.3037360091
928	0.3037220273
929	0.3037149519
930	0.3036855178
931	0.3036549938
932	0.3036301737
933	0.3036089738
934	0.3035826531
935	0.3035436492
936	0.3035235257
937	0.3034857893
938	0.303462377
939	0.3034317355
940	0.3033907229
941	0.3033779955
942	0.303337409
943	0.303292969
944	0.3032696053
945	0.3032170829
946	0.3031998651
947	0.3031758943
948	0.3031392372
949	0.3031226674
950	0.3030496047
951	0.3030310803
952	0.302990567
953	0.3029730425
954	0.302927683
955	0.3028685951
956	0.3028248522
957	0.3027801862
958	0.3027374259
959	0.3026975678
960	0.3026706708
961	0.3026527486
962	0.3026328815
963	0.3025787294
964	0.3025325793
965	0.30252416
966	0.302506882
967	0.3024779173
968	0.3024110182
969	0.3023568411
970	0.3023459
971	0.3023263866
972	0.3022927605
973	0.3022788961
974	0.3022740085
975	0.3022527273
976	0.3022221651
977	0.3021989599
978	0.3021673387
979	0.3021226061
980	0.3021028958
981	0.3020459276
982	0.3020160115
983	0.3019579667
984	0.30193854
985	0.3019125976
986	0.3018910542
987	0.3018671639
988	0.3018148719
989	0.3017543106
990	0.3016951815
991	0.3016443638
992	0.3016094563
993	0.3015915551
994	0.3015663694
995	0.3015430804
996	0.3015264004
997	0.3014846512
998	0.3014436633
999	0.3014143442
